Station_Name,Street_Address,City,Access_Days_Time,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,EV_Other_Info,New_Georeferenced_Column,Category,Latitude,Longitude,Total_EVSE_Num,distance_to_A,distance_to_B,geometry,Station_Category,Address_Number,Charger_Category
Connecticut Department of Energy and Environmental Protection,79 Elm St,Hartford,8:30am-4:30pm m-f,0,2,0,NONE,POINT (-72.678633 41.763294),Other,41.763294,-72.678633,2,74.90911438943606,76.52442692440319,POINT (-72.678633 41.763294),Level 2 only,106,1-3
Arapahoe Parking Lot,105 LaSalle Rd,West Hartford,garage business hours; pay lot,0,1,0,NONE,POINT (-72.744596 41.759108000000005),Business Hours,41.759108000000005,-72.744596,1,69.79815284924766,71.67457210865139,POINT (-72.744596 41.759108000000005),Level 2 only,107,1-3
Southington Public Library,255 Main St,Southington,24 hours daily,0,2,0,NONE,POINT (-72.877465 41.596225),Daily,41.596225,-72.877465,2,52.76460155171181,53.0855843867137,POINT (-72.877465 41.596225),Level 2 only,108,1-3
NBCSG,84 Maher Rd,Stamford,24 hours daily,0,2,0,NONE,POINT (-73.5160406 41.053776),Daily,41.053776,-73.5160406,2,45.90539266173852,38.23085917771311,POINT (-73.5160406 41.053776),Level 2 only,109,1-3
Paul Miller Nissan,930 Kings Hwy E,Fairfield,dealership business hours,0,1,1,NONE,POINT (-73.233711 41.167407),Business Hours,41.167407,-73.233711,2,39.34925877774501,31.28080401096366,POINT (-73.233711 41.167407),Level 2 and DC Fast,110,1-3
Town of New Fairfield - Town Hall,4 Brush Hill Rd,New Fairfield,24 hours daily,0,1,0,NONE,POINT (-73.487032 41.465514),Daily,41.465514,-73.487032,1,0.15609090656177385,8.322756072065415,POINT (-73.487032 41.465514),Level 2 only,111,1-3
Chip's Family Restaurant - Tesla Destination,321  Boston Post Rd,Orange,24 hours daily; for customer use only,0,2,0,NONE,POINT (-73.004741 41.2645),Daily,41.2645,-73.004741,2,46.0697146668231,40.29901595959368,POINT (-73.004741 41.2645),Level 2 only,112,1-3
George Harte Nissan,426 Derby Ave,West Haven,dealership business hours,0,2,1,NONE,POINT (-72.968506 41.307602),Business Hours,41.307602,-72.968506,3,46.71741069900302,41.76901882992378,POINT (-72.968506 41.307602),Level 2 and DC Fast,113,1-3
STOP SHOP,148 Heights Rd,Darien,24 hours daily,0,0,1,NONE,POINT (-73.4948097 41.070243),Daily,41.070243,-73.4948097,1,44.01273019530254,36.20859348573391,POINT (-73.4948097 41.070243),DC Fast only,114,1-3
East Shore District Health Department,688 E Main St,Branford,24 hours daily; 2 hour limit,0,6,0,NONE,POINT (-72.756902 41.305071),Daily,41.305071,-72.756902,6,63.53798890314521,59.18523837413754,POINT (-72.756902 41.305071),Level 2 only,115,4-6
Ridgefield BMW,746 Danbury Rd,Ridgefield,dealership business hours; for customer use only,0,2,0,NONE,POINT (-73.472615 41.331117),Business Hours,41.331117,-73.472615,2,15.07363166662387,7.243809675201012,POINT (-73.472615 41.331117),Level 2 only,116,1-3
Big Y,22 Spencer Plain Rd,Old Saybrook,24 hours daily,0,1,0,NONE,POINT (-72.416634 41.28648200000001),Daily,41.28648200000001,-72.416634,1,91.63703313143482,87.65809208003185,POINT (-72.416634 41.28648200000001),Level 2 only,117,1-3
Green Farms Plaza,1460 Post Rd E,Westport,24 hours daily,0,0,1,NONE,POINT (-73.314364 41.138478),Daily,41.138478,-73.314364,1,39.151774630885164,30.779882663190104,POINT (-73.314364 41.138478),DC Fast only,118,1-3
Bridgeport Hospital,267 Grant St,Bridgeport,24 hours daily,0,2,0,NONE,POINT (-73.166282 41.190701),Daily,41.190701,-73.166282,2,40.65771544052544,33.08665586198554,POINT (-73.166282 41.190701),Level 2 only,119,1-3
Town of Stafford - Community Center,3 Buckley Hwy,Stafford Springs,24 hours daily,0,1,0,NONE,POINT (-72.289249 41.956727),Daily,41.956727,-72.289249,1,113.48540728012537,115.33246551004876,POINT (-72.289249 41.956727),Level 2 only,120,1-3
Constitution Plaza - South,109 Constitution Plaza,Hartford,mon: 24 hours | tue: 24 hours | wed: 24 hours | thu: 24 hours | fri: 24 hours | sat: 24 hours | sun: 24 hours,0,1,0,NONE,POINT (-72.670032 41.767185),Daily,41.767185,-72.670032,1,75.74121655216716,77.35996143759327,POINT (-72.670032 41.767185),Level 2 only,121,1-3
Coventry Town Hall,1712 Main St,Coventry,24 hours daily,0,2,0,NONE,POINT (-72.312334 41.780058),Daily,41.780058,-72.312334,2,103.79979242201284,104.3695539385935,POINT (-72.312334 41.780058),Level 2 only,122,1-3
Curran Volkswagen,2785 Main St,Stratford,dealership business hours,0,1,0,NONE,POINT (-73.131808 41.198467),Business Hours,41.198467,-73.131808,1,41.99430403050737,34.695902349032465,POINT (-73.131808 41.198467),Level 2 only,123,1-3
644 West Putnam,644 West Putnam Avenue,Greenwich,mo: not specified; tu: not specified; we: not specified; th: not specified; fr: not specified; sa: not specified; su: not specified,0,3,0,NONE,POINT (-73.6476069 41.016928),Other,41.016928,-73.6476069,3,51.73925662654187,44.99918427854481,POINT (-73.6476069 41.016928),Level 2 only,124,1-3
Grove Street Parking Garage,65 Grove Street,New Haven,mo: not specified; tu: not specified; we: not specified; th: not specified; fr: not specified; sa: not specified; su: not specified,0,2,0,NONE,POINT (-72.9217309 41.3103893),Other,41.3103893,-72.9217309,2,50.25301745419982,45.52010071772662,POINT (-72.9217309 41.3103893),Level 2 only,125,1-3
Mohegan Sun - Tesla Destination,1 Mohegan Sun Blvd,Uncasville,24 hours daily; for customer use only; see valet for access,0,5,0,NONE,POINT (-72.08668800000001 41.488423),Daily,41.488423,-72.08668800000001,5,116.87501415393218,114.73942688387703,POINT (-72.08668800000001 41.488423),Level 2 only,126,4-6
CVS West Haven,355 Campbell Ave,West Haven,24 hours daily,0,0,1,NONE,POINT (-72.948327 41.268415),Daily,41.268415,-72.948327,1,50.05119929106795,44.59879075659949,POINT (-72.948327 41.268415),DC Fast only,127,1-3
Central Connecticut State University - Vance Garage,150 Paul Manafort Sr. Dr,New Britain,after 5pm daily,0,2,0,NONE,POINT (-72.766414 41.690789),Daily,41.690789,-72.766414,2,64.95058174802864,66.12328272567439,POINT (-72.766414 41.690789),Level 2 only,128,1-3
City of New Haven - Crown Street Parking Garage,213 Crown St,New Haven,24 hours daily; pay lot,0,2,0,NONE,POINT (-72.928864 41.305993),Daily,41.305993,-72.928864,2,49.867357258500995,45.041991947311324,POINT (-72.928864 41.305993),Level 2 only,129,1-3
Figaro Restaurant,90 Elm St,Enfield,restaurant business hours; for guest use only,0,1,0,NONE,POINT (-72.583384 41.997588),Business Hours,41.997588,-72.583384,1,95.47140157903358,98.6628677053343,POINT (-72.583384 41.997588),Level 2 only,130,1-3
Middletown School District - Board of Education,311 Hunting Hill Ave,Middletown,24 hours daily,0,2,0,NONE,POINT (-72.647076 41.541535),Daily,41.541535,-72.647076,2,70.50995663740058,69.35021273802808,POINT (-72.647076 41.541535),Level 2 only,131,1-3
Mansfield Parking Garage,9 Dog Ln,Storrs,garage business hours; pay lot,0,4,0,NONE,POINT (-72.243355 41.804877),Business Hours,41.804877,-72.243355,4,110.12316373494033,110.72808730579837,POINT (-72.243355 41.804877),Level 2 only,132,4-6
Brass Mill Center - Entrance 6,495 Union St,Waterbury,6am-12pm daily,0,2,0,NONE,POINT (-73.026799 41.55022),Daily,41.55022,-73.026799,2,39.42243042938265,39.64027992118758,POINT (-73.026799 41.55022),Level 2 only,10,1-3
Ellington Town Hall,55 Main St,Ellington,24 hours daily,0,2,0,NONE,POINT (-72.467484 41.903582),Daily,41.903582,-72.467484,2,97.68875511771667,99.73290244740092,POINT (-72.467484 41.903582),Level 2 only,133,1-3
Fairfield Tennis Center,210 Old Dam Rd,Fairfield,24 hours daily,0,2,0,NONE,POINT (-73.2665157 41.1247386999999),Daily,41.1247386999999,-73.2665157,2,42.16008234263916,33.86102308130455,POINT (-73.2665157 41.1247386999999),Level 2 only,134,1-3
Trinity College,18-60 Crescent St,Hartford,24 hours daily,0,4,0,NONE,POINT (-72.689438 41.745582),Daily,41.745582,-72.689438,4,73.25577444191865,74.72775669262093,POINT (-72.689438 41.745582),Level 2 only,135,4-6
Saugatuck Fire Station,Railroad Place,Westport,mo: not specified; tu: not specified; we: not specified; th: not specified; fr: not specified; sa: not specified; su: not specified,0,7,0,NONE,POINT (-73.370496 41.119206),Other,41.119206,-73.370496,7,39.75685135133758,31.39908049231724,POINT (-73.370496 41.119206),Level 2 only,136,7-9
COMCAST,222 New Park Dr,Berlin,24 hours daily,0,4,0,NONE,POINT (-72.749512 41.597163),Daily,41.597163,-72.749512,4,63.1278885482642,62.972894233994936,POINT (-72.749512 41.597163),Level 2 only,137,4-6
Kent Town Hall,41 Kent Green Blvd,Kent,24 hours daily,0,2,0,NONE,POINT (-73.47251 41.727419),Daily,41.727419,-73.47251,2,29.001744668532567,36.97258128529655,POINT (-73.47251 41.727419),Level 2 only,138,1-3
Dunkin' Donuts,1205 Tolland Tpke,Manchester,24 hours daily,0,0,1,NONE,POINT (-72.555059 41.797073),Daily,41.797073,-72.555059,1,85.79829899083941,87.25314056232484,POINT (-72.555059 41.797073),DC Fast only,139,1-3
County Line Nissan - North,522 Winsted Rd,Torrington,dealership business hours,0,1,0,NONE,POINT (-73.1107105 41.8269547),Business Hours,41.8269547,-73.1107105,1,50.78073239095073,55.878525736640896,POINT (-73.1107105 41.8269547),Level 2 only,140,1-3
TOWN OF MADISON,761 Boston Post Rd,Madison,24 hours daily,0,2,0,NONE,POINT (-72.595184 41.28028400000001),Daily,41.28028400000001,-72.595184,2,77.31404550321231,73.00405130705377,POINT (-72.595184 41.28028400000001),Level 2 only,141,1-3
Rocky Neck State Park,244 W Main St,Niantic,dawn to dusk,0,2,0,NONE,POINT (-72.24323 41.300883),Other,41.300883,-72.24323,2,105.53900040130688,101.86659209425441,POINT (-72.24323 41.300883),Level 2 only,142,1-3
ELEMENT STATION,111 Morgan St,Stamford,24 hours daily,0,2,0,NONE,POINT (-73.5370682 41.0631099),Daily,41.0631099,-73.5370682,2,45.00474346199989,37.491251094678205,POINT (-73.5370682 41.0631099),Level 2 only,143,1-3
Saybrook Point Marina,2 Bridge St,Old Saybrook,24 hours daily,0,1,0,NONE,POINT (-72.351019 41.283487),Daily,41.283487,-72.351019,1,97.07231979554511,93.1467308309895,POINT (-72.351019 41.283487),Level 2 only,144,1-3
Town of Groton - Town Hall,45 Fort Hill Rd,Groton,24 hours daily,0,2,0,NONE,POINT (-72.033489 41.345816),Daily,41.345816,-72.033489,2,122.16299767805052,118.96766087161555,POINT (-72.033489 41.345816),Level 2 only,145,1-3
Harte Nissan,165 W Service Rd,Hartford,dealership business hours,0,1,1,NONE,POINT (-72.656681 41.791382000000006),Business Hours,41.791382000000006,-72.656681,2,77.93718979745263,79.74484889383713,POINT (-72.656681 41.791382000000006),Level 2 and DC Fast,146,1-3
Highland Park Market,317 Highland St,Manchester,24 hours daily,0,2,0,NONE,POINT (-72.490259 41.766005),Daily,41.766005,-72.490259,2,89.38525182750192,90.3259601112439,POINT (-72.490259 41.766005),Level 2 only,147,1-3
Nissan - Norwich,691 W Thames St,Norwich,dealership business hours; contact 860-892-6000 for more information,0,1,0,NONE,POINT (-72.097938 41.498591),Business Hours,41.498591,-72.097938,1,115.95576742197053,113.9030844412595,POINT (-72.097938 41.498591),Level 2 only,148,1-3
Wesleyan University,56 Hamlin Ct,MIddletown,24 hours daily,2,0,0,NONE,POINT (-72.65242 41.557262),Daily,41.557262,-72.65242,2,70.28779159441889,69.34231932505912,POINT (-72.65242 41.557262),Level 1 only,149,1-3
HAMPTON INN,129 Plains Rd,Milford,24 hours daily,0,0,4,NONE,POINT (-73.076682 41.22269),Daily,41.22269,-73.076682,4,43.644771179289656,36.930602183086954,POINT (-73.076682 41.22269),DC Fast only,150,4-6
Aitoro Appliance,401 Westport Ave,Norwalk,store business hours; see inside for access,0,1,0,NONE,POINT (-73.390319 41.126373),Business Hours,41.126373,-73.390319,1,38.6077157401883,30.287143688935227,POINT (-73.390319 41.126373),Level 2 only,151,1-3
Putnam Downtown Municipal Parking Lot,165 Kennedy Dr,Putnam,24 hours daily,0,1,0,NONE,POINT (-71.9105761999999 41.914329),Daily,41.914329,-71.9105761999999,1,140.24347729787212,140.91563353760597,POINT (-71.9105761999999 41.914329),Level 2 only,152,1-3
NYALA GAR 3,400 Nyala Farms Rd,Westport,24 hours daily,0,2,0,NONE,POINT (-73.3269248 41.1223426),Daily,41.1223426,-73.3269248,2,40.46715990795633,32.08026916601887,POINT (-73.3269248 41.1223426),Level 2 only,153,1-3
WHOLE FOODS MKT,5c Sugar Hollow Rd,Danbury,24 hours daily,0,2,0,NONE,POINT (-73.4755929 41.3781241),Daily,41.3781241,-73.4755929,2,9.849499779839602,2.587588722515569,POINT (-73.4755929 41.3781241),Level 2 only,154,1-3
East Norwalk Library,51 Van Zant St,Norwalk,24 hours daily,0,4,0,NONE,POINT (-73.40565000000001 41.102079),Daily,41.102079,-73.40565000000001,4,41.022052346276624,32.76283210323456,POINT (-73.40565000000001 41.102079),Level 2 only,155,4-6
Greenwich Southbound Travel Plaza - Tesla Supercharger,2000 Merritt Parkway,Greenwich,24 hours daily; for tesla use only,0,0,4,NONE,POINT (-73.673445 41.040555),Tesla,41.040555,-73.673445,4,49.85210329245534,43.434159428085344,POINT (-73.673445 41.040555),DC Fast only,156,4-6
Propark America - Omni Hotel Chapel Square Garage,155 Temple St,New Haven,24 hours daily; pay lot,2,2,0,1 Tesla Conductive,POINT (-72.927405 41.305794),Daily,41.305794,-72.927405,4,49.98929993737564,45.16603390458235,POINT (-72.927405 41.305794),Level 1 and 2,157,4-6
Mystic Marriott Hotel and Spa - Tesla Destination,625 North Rd,Groton,24 hours daily; for customer use only; see front desk for access,0,2,0,NONE,POINT (-72.025954 41.365919),Daily,41.365919,-72.025954,2,122.54694847720192,119.49822196729932,POINT (-72.025954 41.365919),Level 2 only,9,1-3
Connecticut Post Mall - Target,1201 Boston Post Rd,Milford,6am-12pm daily,0,2,0,NONE,POINT (-73.038159 41.235232),Daily,41.235232,-73.038159,2,45.411893893662956,39.07169645181747,POINT (-73.038159 41.235232),Level 2 only,158,1-3
SPIREP,1 N Water St,Norwalk,24 hours daily,0,2,0,NONE,POINT (-73.4165867 41.0999699),Daily,41.0999699,-73.4165867,2,41.11420826994497,32.89524253829539,POINT (-73.4165867 41.0999699),Level 2 only,159,1-3
Town of Norfolk - Town Clerk,19 Maple Ave,Norfolk,24 hours daily,0,2,0,NONE,POINT (-73.197598 41.990635),Daily,41.990635,-73.197598,2,62.95756031484131,69.53333666626075,POINT (-73.197598 41.990635),Level 2 only,160,1-3
Waterford Commons,915 Hartford Turnpike,Waterford,24 hours daily,0,0,6,NONE,POINT (-72.150349 41.380138),Daily,41.380138,-72.150349,6,112.03638834641157,109.05015317679181,POINT (-72.150349 41.380138),DC Fast only,161,4-6
Clinton Town Hall,54 E Main St,Clinton,24 hours daily,0,2,0,NONE,POINT (-72.524041 41.276743),Daily,41.276743,-72.524041,2,83.16496735104214,78.94114421635642,POINT (-72.524041 41.276743),Level 2 only,162,1-3
Cargill Chevrolet,23 Livery St,Putnam,24 hours daily,0,3,0,NONE,POINT (-71.90810200000001 41.916161),Daily,41.916161,-71.90810200000001,3,140.50652596078567,141.18533117979925,POINT (-71.90810200000001 41.916161),Level 2 only,163,1-3
Bedford Street Garage,17 Forest St,Stamford,restricted to garage hours; pay lot,0,4,0,NONE,POINT (-73.537286 41.056092),Pay Lot,41.056092,-73.537286,4,45.78234361799121,38.260731875080296,POINT (-73.537286 41.056092),Level 2 only,164,4-6
Pomfret Town Hall,5 Haven Rd,Pomfret,24 hours daily,0,2,0,NONE,POINT (-71.9986079999999 41.859648),Daily,41.859648,-71.9986079999999,2,131.32316725339138,131.81103672135248,POINT (-71.9986079999999 41.859648),Level 2 only,165,1-3
Delamar Greenwich Harbor - Tesla Destination,500 Steamboat Rd,Greenwich,24 hours daily; for customer use only; see valet for access,0,3,0,NONE,POINT (-73.623525 41.017757),Daily,41.017757,-73.623525,3,51.15698130842693,44.22320959389553,POINT (-73.623525 41.017757),Level 2 only,166,1-3
East Hartford Public Schools - Department of Facilities,734 Tolland St,East Hartford,24 hours daily,0,2,0,NONE,POINT (-72.602704 41.784813),Daily,41.784813,-72.602704,2,81.63508404658681,83.1541525305919,POINT (-72.602704 41.784813),Level 2 only,167,1-3
Windham Municipal Parking Lot,48 Church St,Willimantic,24 hours daily,0,2,0,NONE,POINT (-72.211716 41.712492),Daily,41.712492,-72.211716,2,109.68099865329395,109.4809423466657,POINT (-72.211716 41.712492),Level 2 only,168,1-3
Heritage Hotel - Tesla Destination,522 Heritage Rd,Southbury,24 hours daily; for customer use only; see front desk for access,0,2,0,NONE,POINT (-73.225707 41.491538),Daily,41.491538,-73.225707,2,21.891233206531982,21.895351803765127,POINT (-73.225707 41.491538),Level 2 only,169,1-3
Tri-Town Teachers Federal Credit Union,61 Jessup Rd,Westport,24 hours daily,0,2,0,NONE,POINT (-73.358893 41.140188),Daily,41.140188,-73.358893,2,37.761824344757834,29.380605880242914,POINT (-73.358893 41.140188),Level 2 only,170,1-3
Morgan Street Garage,155 Morgan St,Hartford,24 hours daily,0,4,0,NONE,POINT (-72.672545 41.769974),Daily,41.769974,-72.672545,4,75.68941894806974,77.34818393059497,POINT (-72.672545 41.769974),Level 2 only,171,4-6
NBCSG,Unnamed Road,Stamford,24 hours daily,0,8,0,NONE,POINT (-73.5160366 41.0532451),Daily,41.0532451,-73.5160366,8,45.96424322421505,38.28922821479414,POINT (-73.5160366 41.0532451),Level 2 only,172,7-9
Napoli Nissan,688 Bridgeport Ave,Milford,dealership business hours,0,1,0,NONE,POINT (-73.083686 41.209761),Business Hours,41.209761,-73.083686,1,44.10347915752808,37.20613151176709,POINT (-73.083686 41.209761),Level 2 only,173,1-3
Congregational Church of Somersville,22 Maple St,Somersville,24 hours daily,0,2,0,NONE,POINT (-72.489406 41.983904),Daily,41.983904,-72.489406,2,100.86728097226775,103.58386595800732,POINT (-72.489406 41.983904),Level 2 only,174,1-3
I-95 Darien NB Service Plaza - Tesla Supercharger,1 E Trail,Darien,24 hours daily; tesla users only,0,0,10,NONE,POINT (-73.462202 41.079848),Tesla,41.079848,-73.462202,10,42.98442429685542,34.98672321559448,POINT (-73.462202 41.079848),DC Fast only,175,10+
Town of Hamden - Spring Glen Municipal Parking Lot,1665 Whitney Ave,Hamden,24 hours daily,0,2,0,NONE,POINT (-72.909054 41.359826),Daily,41.359826,-72.909054,2,49.644063778400465,45.7528569525006,POINT (-72.909054 41.359826),Level 2 only,176,1-3
City of Milford - Parsons Government Center,70 W River St,Milford,24 hours daily,0,1,0,NONE,POINT (-73.062364 41.226575),Daily,41.226575,-73.062364,1,44.3293446934657,37.74527334735448,POINT (-73.062364 41.226575),Level 2 only,177,1-3
Hoffman Nissan,46 Albany Turnpike,West Simsbury,dealership business hours,0,1,0,NONE,POINT (-72.869319 41.820371),Business Hours,41.820371,-72.869319,1,64.66580587099723,67.89210887260884,POINT (-72.869319 41.820371),Level 2 only,178,1-3
Premier Chevrolet,512 Providence Rd,Brooklyn,dealership business hours,0,1,0,NONE,POINT (-71.906607 41.798222),Business Hours,41.798222,-71.906607,1,136.63668658616405,136.56649931787177,POINT (-71.906607 41.798222),Level 2 only,179,1-3
The Wallingford Victorian Inn - Tesla Destination,245 N Main St,Wallingford,24 hours daily; for customer use only,0,2,0,NONE,POINT (-72.815676 41.45749),Daily,41.45749,-72.815676,2,55.984146826963574,53.810993147893214,POINT (-72.815676 41.45749),Level 2 only,180,1-3
HONDADANBURY,102 Federal Rd,Danbury,24 hours daily,0,2,0,NONE,POINT (-73.4232598 41.4158651),Daily,41.4158651,-73.4232598,2,7.66914866951377,3.475111698668278,POINT (-73.4232598 41.4158651),Level 2 only,181,1-3
Village Center,87 Main St,East Hampton,24 hours daily,0,1,0,NONE,POINT (-72.501947 41.575311),Daily,41.575311,-72.501947,1,82.99578341145599,81.99953644457285,POINT (-72.501947 41.575311),Level 2 only,182,1-3
Connecticut Department of Corrections,38 Wolcott Hill Rd,Wethersfield,24 hours daily,0,2,0,NONE,POINT (-72.6724543999999 41.725002),Daily,41.725002,-72.6724543999999,2,73.62966129939566,74.80230686455698,POINT (-72.6724543999999 41.725002),Level 2 only,183,1-3
Stamford Marriott Hotel - Tesla Destination,243 Tresser Blvd,Stamford,24 hours daily; for customer use only,0,3,0,NONE,POINT (-73.53513900000002 41.051614),Daily,41.051614,-73.53513900000002,3,46.26099304437339,38.717798259538604,POINT (-73.53513900000002 41.051614),Level 2 only,184,1-3
Woodbridge Town Library,10 Newton Rd,Woodbridge,24 hours daily,0,2,0,NONE,POINT (-73.011407 41.353582),Daily,41.353582,-73.011407,2,41.58980650323609,37.30926506676209,POINT (-73.011407 41.353582),Level 2 only,185,1-3
Waterworks - Tesla Destination,60 Backus Ave,Danbury,24 hours daily; for customer use only,0,2,0,NONE,POINT (-73.491965 41.370291),Daily,41.370291,-73.491965,2,10.696216197637463,4.183114462580217,POINT (-73.491965 41.370291),Level 2 only,186,1-3
Town of East Haven,250 Main St,East Haven,24 hours daily,0,1,0,NONE,POINT (-72.871663 41.277368),Daily,41.277368,-72.871663,1,55.4966718634202,50.46115421446283,POINT (-72.871663 41.277368),Level 2 only,187,1-3
DECORMIER NISS,30 Tolland Turnpike,Manchester,24 hours daily,0,0,1,NONE,POINT (-72.5090873 41.813843),Daily,41.813843,-72.5090873,1,90.04795833119555,91.4909346593025,POINT (-72.5090873 41.813843),DC Fast only,39,1-3
Lia Nissan - Enfield,10 Palomba Dr,Enfield,dealership business hours,0,1,0,NONE,POINT (-72.574713 41.997574),Business Hours,41.997574,-72.574713,1,96.03869984007619,99.19322015775117,POINT (-72.574713 41.997574),Level 2 only,188,1-3
North Canaan Shopping Center - Tesla Supercharger,11 E Main St,North Canaan,24 hours daily; for tesla use only,0,0,8,NONE,POINT (-73.322808 42.024351),Tesla,42.024351,-73.322808,8,63.42519144608366,70.76835181287568,POINT (-73.322808 42.024351),DC Fast only,189,7-9
Lombard Ford,385 New Hartford Rd,Barkhamsted,dealership business hours; customer use only,0,2,0,NONE,POINT (-73.042576 41.909753),Business Hours,41.909753,-73.042576,2,61.520072187160395,66.67480012836904,POINT (-73.042576 41.909753),Level 2 only,190,1-3
Danbury Fair Mall,7 Backus Ave,Danbury,24 hours daily,0,0,2,NONE,POINT (-73.47904 41.380158),Daily,41.380158,-73.47904,2,9.603507049062118,2.6519792926946466,POINT (-73.47904 41.380158),DC Fast only,191,1-3
City of Milford - Public Library,57 New Haven Ave,Milford,24 hours daily,0,2,0,NONE,POINT (-73.053647 41.221934),Daily,41.221934,-73.053647,2,45.22323296034856,38.63578352791111,POINT (-73.053647 41.221934),Level 2 only,192,1-3
Public Parking Lot,1 Morse Ct,New Canaan,parking lot hours,0,1,0,NONE,POINT (-73.4924 41.1464),Other,41.1464,-73.4924,1,35.552843409011,27.77585812156714,POINT (-73.4924 41.1464),Level 2 only,193,1-3
Milford Travel Plaza - Tesla Supercharger,I-95 Milford,Milford,24 hours daily; for tesla use only,0,0,2,NONE,POINT (-73.009059 41.245823),Tesla,41.245823,-73.009059,2,46.81122578056787,40.763833447783725,POINT (-73.009059 41.245823),DC Fast only,194,1-3
TS,1 American Ln,Greenwich,24 hours daily,0,2,0,NONE,POINT (-73.7226456 41.0983971),Daily,41.0983971,-73.7226456,2,45.44467960502348,39.884144884459424,POINT (-73.7226456 41.0983971),Level 2 only,195,1-3
Russell Mercier Senior Center,14 Stonecroft Dr,Hebron,24 hours daily,0,2,0,NONE,POINT (-72.367191 41.65659),Daily,41.65659,-72.367191,2,95.65947556424115,95.25395588711986,POINT (-72.367191 41.65659),Level 2 only,196,1-3
Roger Ludlowe School,689 Unquowa Rd,Fairfield,school hours,0,2,0,NONE,POINT (-73.261769 41.148757),Other,41.148757,-73.261769,2,39.95919034236974,31.72118351575949,POINT (-73.261769 41.148757),Level 2 only,197,1-3
Town of Hebron,15 Gilead St,Hebron,24 hours daily,0,2,0,NONE,POINT (-72.366742 41.658572),Daily,41.658572,-72.366742,2,95.7434231573322,95.35571586119991,POINT (-72.366742 41.658572),Level 2 only,198,1-3
Southington Municipal Center,200 N Main St,Southington,24 hours daily,0,2,0,NONE,POINT (-72.87939 41.606301),Daily,41.606301,-72.87939,2,52.92377659723661,53.41899764807153,POINT (-72.87939 41.606301),Level 2 only,199,1-3
Middletown School District - Middletown High School,200 LaRosa Ln,Middletown,24 hours daily,0,2,0,NONE,POINT (-72.681921 41.576716),Daily,41.576716,-72.681921,2,68.19607770760695,67.57108645543356,POINT (-72.681921 41.576716),Level 2 only,200,1-3
Town of Groton - Town Hall Annex,134 Groton Long Point Rd,Groton,24 hours daily,0,2,0,NONE,POINT (-72.009806 41.341893000000006),Daily,41.341893000000006,-72.009806,2,124.18293310340515,120.97094260409906,POINT (-72.009806 41.341893000000006),Level 2 only,201,1-3
TOWN HALL,31 Park Street,Guilford,24 hours daily,0,2,0,NONE,POINT (-72.6798002 41.2832367),Daily,41.2832367,-72.6798002,2,70.42168366061568,65.97743704551563,POINT (-72.6798002 41.2832367),Level 2 only,202,1-3
TRUMBULL MALL,5065 Main Street,Trumbull,24 hours daily,0,2,0,NONE,POINT (-73.2246399 41.2286526),Daily,41.2286526,-73.2246399,2,34.27766968100921,26.635778911763,POINT (-73.2246399 41.2286526),Level 2 only,203,1-3
Parthenon Diner of Old Saybrook - Tesla Destination,809 Boston Post Rd,Old Saybrook,24 hours daily; for customer use only,0,1,0,NONE,POINT (-72.38345 41.292172),Daily,41.292172,-72.38345,1,94.21225405414641,90.32428401161138,POINT (-72.38345 41.292172),Level 2 only,204,1-3
Western Connecticut State University,43 Lake Ave Extension,Danbury,24 hours daily,0,1,0,NONE,POINT (-73.492801 41.394446),Daily,41.394446,-73.492801,1,8.02272949850443,3.2443139638511087,POINT (-73.492801 41.394446),Level 2 only,205,1-3
BIG Y FOODS,224 Salem Turnpike,Norwich,24 hours daily,0,2,0,NONE,POINT (-72.12423 41.505790000000005),Daily,41.505790000000005,-72.12423,2,113.78260336793265,111.79677134950298,POINT (-72.12423 41.505790000000005),Level 2 only,206,1-3
Ridgeway Shopping Center,2202 Bedford St,Stamford,24 hours daily,0,0,1,NONE,POINT (-73.545939 41.068654),Daily,41.068654,-73.545939,1,44.470145960834316,37.033989599824906,POINT (-73.545939 41.068654),DC Fast only,207,1-3
Clark Memorial Library,538 Amity Rd,Bethany,24 hours daily,0,2,0,NONE,POINT (-72.99499 41.427276),Daily,41.427276,-72.99499,2,41.234611261923476,38.54779220208824,POINT (-72.99499 41.427276),Level 2 only,208,1-3
City of New Haven - Orchard Sherman Parking Lot,102 N Frontage Rd,New Haven,24 hours daily; pay lot,0,2,0,NONE,POINT (-72.944576 41.306583),Daily,41.306583,-72.944576,2,48.61810205059226,43.745051003608445,POINT (-72.944576 41.306583),Level 2 only,209,1-3
Town of Westport - Westport Metro North,1 Railroad Pl,Westport,24 hours daily; pay lot,1,1,0,NONE,POINT (-73.369266 41.119291),Daily,41.119291,-73.369266,2,39.772825185045335,31.413022938938326,POINT (-73.369266 41.119291),Level 1 and 2,210,1-3
Greenwich Northbound Travel Plaza - Tesla Supercharger,3000 Merritt Parkway,Greenwich,24 hours daily; for tesla use only,0,0,4,NONE,POINT (-73.671661 41.041538),Tesla,41.041538,-73.671661,4,49.7013988948353,43.27192881285124,POINT (-73.671661 41.041538),DC Fast only,211,4-6
